MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,LASTCHANGEDATETIME,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHRAN,IHREZ,VERKF,TELF1,LLIEF,KUNNR,KONNR,ABGRU,AUTLF,WEAKT,RESWK,LBLIF,INCO1,INCO2,KTWRT,SUBMI,KNUMV,KALSM,STAFO,LIFRE,EXNUM,UNSEZ,LOGSY,UPINC,STAKO,FRGGR,FRGSX,FRGKE,FRGZU,FRGRL,LANDS,LPHIS,ADRNR,STCEG_L,STCEG,ABSGR,ADDNR,KORNR,MEMORY,PROCSTAT,RLWRT,REVNO,SCMPROC,REASON_CODE,MEMORYTYPE,RETTP,RETPC,DPTYP,DPPCT,DPAMT,DPDAT,MSR_ID,HIERARCHY_EXISTS,THRESHOLD_EXISTS,LEGAL_CONTRACT,DESCRIPTION
140,4500000010,US00,F,NB,,,9,1/18/19,LEARN-011,"20,190,118,213,603.10",10,10,101011,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000029,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000011,US00,F,NB,,,9,1/18/19,LEARN-030,"20,190,118,213,603.80",10,10,101030,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000030,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000012,US00,F,NB,,,9,1/18/19,LEARN-031,"20,190,118,213,603.90",10,10,101031,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000031,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000013,US00,F,NB,,,9,1/18/19,LEARN-037,"20,190,118,213,604.20",10,10,101037,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000032,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000014,US00,F,NB,,,9,1/18/19,LEARN-040,"20,190,118,213,604.60",10,10,101040,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000033,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000015,US00,F,NB,,,9,1/18/19,LEARN-038,"20,190,118,213,604.80",10,10,101038,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000034,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000016,US00,F,NB,,,9,1/18/19,LEARN-017,"20,190,118,213,605.10",10,10,101017,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000035,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000017,US00,F,NB,,,9,1/18/19,LEARN-013,"20,190,118,213,605.50",10,10,101013,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000036,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000018,US00,F,NB,,,9,1/18/19,LEARN-023,"20,190,118,213,605.70",10,10,101023,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000037,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000019,US00,F,NB,,,9,1/18/19,LEARN-019,"20,190,118,213,606.00",10,10,101014,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000038,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000020,US00,F,NB,,,9,1/18/19,LEARN-039,"20,190,118,213,610.50",10,10,101049,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000039,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000021,US00,F,NB,,,9,1/18/19,LEARN-024,"20,190,118,213,610.80",10,10,101024,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000040,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000022,US00,F,NB,,,9,1/18/19,LEARN-032,"20,190,118,213,617.60",10,10,101032,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000041,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000023,US00,F,NB,,,9,1/18/19,LEARN-033,"20,190,118,213,646.10",10,10,101033,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000042,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000024,US00,F,NB,,,9,1/18/19,LEARN-021,"20,190,118,213,703.70",10,10,101021,E,1,0,0,0,0,0,US00,NOO,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000043,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,00/00/0000,,,,,
140,4500000025,US00,F,NB,,,9,1/18/19,LEARN-009,"20,190,118,213,719.40",10,10,101009,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000044,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000026,US00,F,NB,,,9,1/18/19,LEARN-016,"20,190,118,213,836.60",10,10,101016,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000045,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000027,US00,F,NB,,,9,1/18/19,LEARN-008,"20,190,118,213,957.10",10,10,101008,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000046,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000028,US00,F,NB,,,9,1/18/19,LEARN-007,"20,190,118,214,120.70",10,10,101007,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000047,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000029,US00,F,NB,,,9,1/18/19,LEARN-008,"20,190,118,214,204.20",10,10,101008,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000048,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000030,US00,F,NB,,,9,1/18/19,LEARN-021,"20,190,118,214,508.20",10,10,101021,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000049,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000031,US00,F,NB,,,9,1/18/19,TEACH-001,"20,190,118,223,023.60",10,10,101001,E,1,0,0,0,0,0,US00,N00,USD,1,,1/18/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000050,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000032,US00,F,NB,,,9,1/22/19,LEARN-035,"20,190,122,193,409.90",10,0,101035,E,1,0,0,0,0,0,US00,N00,USD,1,,1/22/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,00/00/0000,,,,,
140,4500000033,US00,F,NB,,,9,1/22/19,LEARN-035,"20,190,122,194,518.90",10,10,101035,E,1,0,0,0,0,0,US00,N00,USD,1,,1/22/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000051,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000034,US00,F,NB,,,9,1/22/19,LEARN-035,"20,190,122,202,112.70",10,10,101035,E,1,0,0,0,0,0,US00,N00,USD,1,,1/22/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000052,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000035,US00,F,NB,,,9,1/23/19,LEARN-039,"20,190,123,223,236.50",10,10,101039,E,1,0,0,0,0,0,US00,N00,USD,1,,1/23/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000053,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000036,US00,F,NB,,,9,1/23/19,LEARN-035,"20,190,123,223,240.80",10,10,101035,E,1,0,0,0,0,0,US00,N00,USD,1,,1/23/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000054,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000037,US00,F,NB,,,9,1/25/19,TEACH-001,"20,190,125,165,840.30",10,10,101000,E,1,0,0,0,0,0,US00,N00,USD,1,,1/25/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000055,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000038,US00,F,NB,,,9,1/25/19,TEACH-001,"20,190,125,174,143.90",10,20,102001,E,1,0,0,0,0,0,US00,N00,USD,1,,1/25/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000056,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000039,US00,F,NB,,,9,1/29/19,LEARN-039,"20,190,129,084,849.60",10,10,102039,E,1,0,0,0,0,0,US00,N00,USD,1,,1/29/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000057,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000040,US00,F,NB,,,9,1/31/19,LEARN-035,"20,190,131,181,940.40",10,10,102035,E,1,0,0,0,0,0,US00,N00,USD,1,,1/31/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000058,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000041,US00,F,NB,,,9,2/1/19,LEARN-006,"20,190,201,172,555.00",10,10,,E,,0,0,0,0,0,US00,N00,USD,1,,2/1/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,,,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,00/00/0000,,,,,
140,4500000042,US00,F,NB,,,9,2/1/19,LEARN-006,"20,190,201,173,626.30",10,10,105006,E,1,0,0,0,0,0,US00,N00,USD,1,,2/1/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000059,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000043,US00,F,NB,,,9,2/2/19,LEARN-014,"20,190,202,222,042.00",10,10,111014,E,1,0,0,0,0,0,US00,N00,USD,1,,2/2/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000060,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000044,US00,F,NB,,,9,2/3/19,LEARN-020,"20,190,203,191,550.70",10,10,111020,E,1,0,0,0,0,0,US00,N00,USD,1,,2/3/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000061,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000045,US00,F,NB,,,9,2/3/19,LEARN-020,"20,190,203,191,804.40",10,10,111020,E,1,0,0,0,0,0,US00,N00,USD,1,,2/3/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000062,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,00/00/0000,,,,,
140,4500000046,US00,F,NB,,,9,2/3/19,LEARN-020,"20,190,203,192,514.20",10,10,111020,E,1,0,0,0,0,0,US00,N00,USD,1,,2/3/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000063,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000047,US00,F,NB,,,9,2/3/19,LEARN-011,"20,190,204,064,337.10",10,10,105011,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000064,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000048,US00,F,NB,,,9,2/4/19,LEARN-039,"20,190,204,094,330.20",10,10,102039,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000065,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000049,US00,F,NB,,,9,2/4/19,LEARN-039,"20,190,204,224,726.50",10,10,102039,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000066,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000050,US00,F,NB,,,9,2/4/19,LEARN-018,"20,190,204,233,403.60",10,10,,E,,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,,,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,00/00/0000,,,,,
140,4500000051,US00,F,NB,,,9,2/4/19,LEARN-018,"20,190,205,000,706.70",10,10,,E,,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,,,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,00/00/0000,,,,,
140,4500000052,US00,F,NB,,,9,2/4/19,LEARN-005,"20,190,205,014,446.40",10,10,105005,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000067,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000053,US00,F,NB,,,9,2/4/19,LEARN-008,"20,190,205,031,426.40",10,10,105008,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000068,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000054,US00,F,NB,,,9,2/4/19,LEARN-037,"20,190,205,042,923.20",10,10,111037,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000069,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000055,US00,F,NB,,,9,2/4/19,LEARN-009,"20,190,205,043,145.00",10,10,105009,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000070,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000056,US00,F,NB,,,9,2/4/19,LEARN-032,"20,190,205,043,404.50",10,10,102102,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000071,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000057,US00,F,NB,,,9,2/4/19,LEARN-037,"20,190,205,050,604.20",10,10,102037,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000072,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
140,4500000058,US00,F,NB,,,9,2/4/19,LEARN-032,"20,190,205,050,607.90",10,10,102032,E,1,0,0,0,0,0,US00,N00,USD,1,,2/4/19,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,00/00/0000,,,00/00/0000,,,,,,,,,,,,,,0,,1000000073,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,00/00/0000,,,,,
